D:DiseaseID:12603,G:HGNC:4204
D:DiseaseID:13883,G:HGNC:12930
D:DiseaseID:13884,G:HGNC:9446
D:DiseaseID:13885,G:HGNC:9446
D:DiseaseID:13886,G:HGNC:8729
D:DiseaseID:13887,G:HGNC:6081
D:DiseaseID:13888,G:HGNC:9449
D:DiseaseID:13889,G:HGNC:8632
D:DiseaseID:13890,G:HGNC:6233
D:DiseaseID:13891,G:HGNC:9179
D:DiseaseID:13892,G:HGNC:9179
D:DiseaseID:13893,G:HGNC:9179
D:DiseaseID:13894,G:HGNC:9177
D:DiseaseID:13895,G:HGNC:9177
D:DiseaseID:13896,G:HGNC:9175
D:DiseaseID:13897,G:HGNC:9175
D:DiseaseID:13097,G:HGNC:8803
D:DiseaseID:13899,G:HGNC:8804
D:DiseaseID:13900,G:HGNC:8804
D:DiseaseID:13901,G:HGNC:8583
D:DiseaseID:13902,G:HGNC:9071
D:DiseaseID:13903,G:HGNC:3356
D:DiseaseID:13904,G:HGNC:6207
D:DiseaseID:13905,G:HGNC:7432
D:DiseaseID:13906,G:HGNC:8907
D:DiseaseID:13907,G:HGNC:8905
D:DiseaseID:13908,G:HGNC:8975
D:DiseaseID:13909,G:HGNC:8975
D:DiseaseID:13910,G:HGNC:8975
D:DiseaseID:13911,G:HGNC:8979
D:DiseaseID:13912,G:HGNC:8979
D:DiseaseID:13913,G:HGNC:124
D:DiseaseID:13914,G:HGNC:9717
D:DiseaseID:13915,G:HGNC:9608
D:DiseaseID:13916,G:HGNC:9608
D:DiseaseID:13917,G:HGNC:11244
D:DiseaseID:13918,G:HGNC:8615
D:DiseaseID:13919,G:HGNC:1541
D:DiseaseID:13920,G:HGNC:12782
D:DiseaseID:13921,G:HGNC:4317
D:DiseaseID:13922,G:HGNC:3498
D:DiseaseID:13923,G:HGNC:3683
D:DiseaseID:13924,G:HGNC:3681
D:DiseaseID:13925,G:HGNC:7029
D:DiseaseID:13830,G:HGNC:7989
D:DiseaseID:13927,G:HGNC:7989
D:DiseaseID:13928,G:HGNC:9967
D:DiseaseID:13929,G:HGNC:392
D:DiseaseID:13930,G:HGNC:6553
D:DiseaseID:13931,G:HGNC:7794
D:DiseaseID:13932,G:HGNC:7797
D:DiseaseID:13934,G:HGNC:8743
D:DiseaseID:13935,G:HGNC:5970
D:DiseaseID:13936,G:HGNC:7549
D:DiseaseID:13937,G:HGNC:7602
D:DiseaseID:13938,G:HGNC:7585
D:DiseaseID:13939,G:HGNC:7577
D:DiseaseID:13940,G:HGNC:7577
D:DiseaseID:13941,G:HGNC:7566
D:DiseaseID:13942,G:HGNC:7565
D:DiseaseID:13943,G:HGNC:7132
D:DiseaseID:13584,G:HGNC:7225
D:DiseaseID:13945,G:HGNC:7508
D:DiseaseID:13946,G:HGNC:10031
D:DiseaseID:13947,G:HGNC:7105
D:DiseaseID:13948,G:HGNC:7468
D:DiseaseID:13949,G:HGNC:6898
D:DiseaseID:13950,G:HGNC:7413
D:DiseaseID:13951,G:HGNC:6482
D:DiseaseID:13952,G:HGNC:319
D:DiseaseID:13953,G:HGNC:319
D:DiseaseID:13954,G:HGNC:7060
D:DiseaseID:13955,G:HGNC:7216
D:DiseaseID:13956,G:HGNC:6922
D:DiseaseID:13957,G:HGNC:6664
D:DiseaseID:13958,G:HGNC:9081
D:DiseaseID:13959,G:HGNC:6524
D:DiseaseID:13960,G:HGNC:6663
D:DiseaseID:13961,G:HGNC:6619
D:DiseaseID:13678,G:HGNC:9666
D:DiseaseID:13963,G:HGNC:6597
D:DiseaseID:13964,G:HGNC:10471
D:DiseaseID:13965,G:HGNC:6512
D:DiseaseID:13966,G:HGNC:6502
D:DiseaseID:13967,G:HGNC:6638
D:DiseaseID:13968,G:HGNC:6638
D:DiseaseID:13969,G:HGNC:6636
D:DiseaseID:13970,G:HGNC:6636
D:DiseaseID:13971,G:HGNC:6636
D:DiseaseID:13972,G:HGNC:6481
D:DiseaseID:13973,G:HGNC:6535
D:DiseaseID:13974,G:HGNC:6413
D:DiseaseID:13975,G:HGNC:6413
D:DiseaseID:13976,G:HGNC:6427
D:DiseaseID:13977,G:HGNC:6427
D:DiseaseID:13978,G:HGNC:6423
D:DiseaseID:13979,G:HGNC:6416
D:DiseaseID:13980,G:HGNC:6416
D:DiseaseID:13976,G:HGNC:6444
D:DiseaseID:13978,G:HGNC:6443
D:DiseaseID:13983,G:HGNC:6442
D:DiseaseID:13984,G:HGNC:6008
D:DiseaseID:13985,G:HGNC:6000
D:DiseaseID:13986,G:HGNC:6091
D:DiseaseID:13987,G:HGNC:4053
D:DiseaseID:13988,G:HGNC:5440
D:DiseaseID:13989,G:HGNC:5466
D:DiseaseID:13990,G:HGNC:5464
D:DiseaseID:13991,G:HGNC:5465
D:DiseaseID:13992,G:HGNC:6180
D:DiseaseID:13993,G:HGNC:5716
D:DiseaseID:13994,G:HGNC:11633
D:DiseaseID:13356,G:HGNC:4942
D:DiseaseID:13996,G:HGNC:3619
D:DiseaseID:13597,G:HGNC:4803
D:DiseaseID:13998,G:HGNC:4979
D:DiseaseID:13999,G:HGNC:5133
D:DiseaseID:14000,G:HGNC:5125
D:DiseaseID:14001,G:HGNC:5111
D:DiseaseID:14002,G:HGNC:5101
D:DiseaseID:14003,G:HGNC:4948
D:DiseaseID:14004,G:HGNC:4933
D:DiseaseID:14005,G:HGNC:4932
D:DiseaseID:14006,G:HGNC:5181
D:DiseaseID:14007,G:HGNC:4922
D:DiseaseID:14008,G:HGNC:4922
D:DiseaseID:14009,G:HGNC:4838
D:DiseaseID:14010,G:HGNC:4832
D:DiseaseID:14011,G:HGNC:4832
D:DiseaseID:14012,G:HGNC:4718
D:DiseaseID:14010,G:HGNC:4831
D:DiseaseID:14010,G:HGNC:4827
D:DiseaseID:14015,G:HGNC:4387
D:DiseaseID:13974,G:HGNC:6412
D:DiseaseID:14017,G:HGNC:4392
D:DiseaseID:14018,G:HGNC:4392
D:DiseaseID:14019,G:HGNC:4389
D:DiseaseID:14020,G:HGNC:9871
D:DiseaseID:14021,G:HGNC:9871
D:DiseaseID:14022,G:HGNC:2439
D:DiseaseID:14023,G:HGNC:4612
D:DiseaseID:14024,G:HGNC:349
D:DiseaseID:14025,G:HGNC:4706
D:DiseaseID:14026,G:HGNC:1037
D:DiseaseID:14027,G:HGNC:4455
D:DiseaseID:14028,G:HGNC:4556
D:DiseaseID:14029,G:HGNC:3418
D:DiseaseID:14030,G:HGNC:4341
D:DiseaseID:14031,G:HGNC:4584
D:DiseaseID:14032,G:HGNC:4574
D:DiseaseID:14033,G:HGNC:18062
D:DiseaseID:14034,G:HGNC:11005
D:DiseaseID:14035,G:HGNC:11005
D:DiseaseID:14036,G:HGNC:11005
D:DiseaseID:14037,G:HGNC:7978
D:DiseaseID:14038,G:HGNC:4171
D:DiseaseID:14039,G:HGNC:4171
D:DiseaseID:14040,G:HGNC:11042
D:DiseaseID:14041,G:HGNC:4087
D:DiseaseID:14042,G:HGNC:4087
D:DiseaseID:14043,G:HGNC:4084
D:DiseaseID:14044,G:HGNC:3700
D:DiseaseID:13875,G:HGNC:3688
D:DiseaseID:14046,G:HGNC:3688
D:DiseaseID:14047,G:HGNC:3688
D:DiseaseID:14048,G:HGNC:3688
D:DiseaseID:14049,G:HGNC:3688
D:DiseaseID:14050,G:HGNC:3778
D:DiseaseID:14051,G:HGNC:3778
D:DiseaseID:14052,G:HGNC:3603
D:DiseaseID:14053,G:HGNC:3603
D:DiseaseID:14054,G:HGNC:3603
D:DiseaseID:14055,G:HGNC:3999
D:DiseaseID:14056,G:HGNC:3631
D:DiseaseID:13280,G:HGNC:4888
D:DiseaseID:13280,G:HGNC:4883
D:DiseaseID:14059,G:HGNC:4883
D:DiseaseID:14060,G:HGNC:2771
D:DiseaseID:14062,G:HGNC:3437
D:DiseaseID:14063,G:HGNC:3435
D:DiseaseID:14064,G:HGNC:3467
D:DiseaseID:14065,G:HGNC:3415
D:DiseaseID:14066,G:HGNC:7975
D:DiseaseID:14067,G:HGNC:3236
D:DiseaseID:14068,G:HGNC:3423
D:DiseaseID:14069,G:HGNC:3354
D:DiseaseID:14070,G:HGNC:3180
D:DiseaseID:14071,G:HGNC:3178
D:DiseaseID:14072,G:HGNC:3176
D:DiseaseID:14073,G:HGNC:3176
D:DiseaseID:14074,G:HGNC:543
D:DiseaseID:14075,G:HGNC:3309
D:DiseaseID:14076,G:HGNC:8021
D:DiseaseID:14077,G:HGNC:11049
D:DiseaseID:14078,G:HGNC:3026
D:DiseaseID:14079,G:HGNC:3433
D:DiseaseID:14080,G:HGNC:3434
D:DiseaseID:14081,G:HGNC:3010
D:DiseaseID:14082,G:HGNC:8646
D:DiseaseID:14083,G:HGNC:2602
D:DiseaseID:14084,G:HGNC:3048
D:DiseaseID:14085,G:HGNC:3048
D:DiseaseID:14086,G:HGNC:3052
D:DiseaseID:14087,G:HGNC:3052
D:DiseaseID:14088,G:HGNC:3052
D:DiseaseID:14089,G:HGNC:3052
D:DiseaseID:14090,G:HGNC:3054
D:DiseaseID:14091,G:HGNC:2665
D:DiseaseID:14092,G:HGNC:2592
D:DiseaseID:14093,G:HGNC:2592
D:DiseaseID:14094,G:HGNC:2625
D:DiseaseID:14095,G:HGNC:2621
D:DiseaseID:14096,G:HGNC:2505
D:DiseaseID:14097,G:HGNC:2519
D:DiseaseID:14098,G:HGNC:1583
D:DiseaseID:14099,G:HGNC:1774
D:DiseaseID:14100,G:HGNC:1773
D:DiseaseID:14101,G:HGNC:8754
D:DiseaseID:14102,G:HGNC:4284
D:DiseaseID:13680,G:HGNC:4284
D:DiseaseID:14104,G:HGNC:4284
D:DiseaseID:14105,G:HGNC:6953
D:DiseaseID:14106,G:HGNC:1331
D:DiseaseID:14107,G:HGNC:1318
D:DiseaseID:14108,G:HGNC:1247
D:DiseaseID:14109,G:HGNC:1245
D:DiseaseID:14109,G:HGNC:1242
D:DiseaseID:14109,G:HGNC:1241
D:DiseaseID:14112,G:HGNC:7154
D:DiseaseID:14113,G:HGNC:2701
D:DiseaseID:14114,G:HGNC:2701
D:DiseaseID:12990,G:HGNC:7127
D:DiseaseID:14116,G:HGNC:7166
D:DiseaseID:14117,G:HGNC:2195
D:DiseaseID:14118,G:HGNC:2188
D:DiseaseID:14119,G:HGNC:2186
D:DiseaseID:14120,G:HGNC:2218
D:DiseaseID:14121,G:HGNC:2212
D:DiseaseID:14122,G:HGNC:2210
D:DiseaseID:14123,G:HGNC:2198
D:DiseaseID:14124,G:HGNC:2198
D:DiseaseID:14125,G:HGNC:2197
D:DiseaseID:14126,G:HGNC:2200
D:DiseaseID:14127,G:HGNC:2200
D:DiseaseID:14128,G:HGNC:2200
D:DiseaseID:14129,G:HGNC:2200
D:DiseaseID:14130,G:HGNC:2200
D:DiseaseID:14131,G:HGNC:2200
D:DiseaseID:14132,G:HGNC:2200
D:DiseaseID:14133,G:HGNC:2200
D:DiseaseID:14134,G:HGNC:2206
D:DiseaseID:14135,G:HGNC:2202
D:DiseaseID:14136,G:HGNC:2202
D:DiseaseID:14137,G:HGNC:2202
D:DiseaseID:14138,G:HGNC:2214
D:DiseaseID:14139,G:HGNC:2214
D:DiseaseID:14140,G:HGNC:2214
D:DiseaseID:14134,G:HGNC:2204
D:DiseaseID:14143,G:HGNC:2464
D:DiseaseID:14144,G:HGNC:1869
D:DiseaseID:14145,G:HGNC:1736
D:DiseaseID:14146,G:HGNC:2457
D:DiseaseID:14147,G:HGNC:1377
D:DiseaseID:14148,G:HGNC:1512
D:DiseaseID:14149,G:HGNC:1480
D:DiseaseID:14150,G:HGNC:1397
D:DiseaseID:14151,G:HGNC:1397
D:DiseaseID:14152,G:HGNC:1391
D:DiseaseID:14153,G:HGNC:1391
D:DiseaseID:14154,G:HGNC:1515
D:DiseaseID:14155,G:HGNC:1460
D:DiseaseID:14156,G:HGNC:2510
D:DiseaseID:14157,G:HGNC:1762
D:DiseaseID:14158,G:HGNC:2194
D:DiseaseID:14159,G:HGNC:1100
D:DiseaseID:14160,G:HGNC:1100
D:DiseaseID:14161,G:HGNC:1069
D:DiseaseID:14162,G:HGNC:1062
D:DiseaseID:14163,G:HGNC:914
D:DiseaseID:14164,G:HGNC:11027
D:DiseaseID:14165,G:HGNC:11027
D:DiseaseID:14166,G:HGNC:7944
D:DiseaseID:14167,G:HGNC:7939
D:DiseaseID:14168,G:HGNC:753
D:DiseaseID:14169,G:HGNC:7976
D:DiseaseID:14170,G:HGNC:6692
D:DiseaseID:14171,G:HGNC:5439
D:DiseaseID:14172,G:HGNC:5439
D:DiseaseID:14173,G:HGNC:877
D:DiseaseID:14174,G:HGNC:1689
D:DiseaseID:14175,G:HGNC:493
D:DiseaseID:13866,G:HGNC:2707
D:DiseaseID:13866,G:HGNC:336
D:DiseaseID:13866,G:HGNC:333
D:DiseaseID:14179,G:HGNC:177
D:DiseaseID:14180,G:HGNC:282
D:DiseaseID:14181,G:HGNC:7631
D:DiseaseID:14182,G:HGNC:7631
D:DiseaseID:14183,G:HGNC:317
D:DiseaseID:14184,G:HGNC:317
D:DiseaseID:14185,G:HGNC:414
D:DiseaseID:14187,G:HGNC:3642
D:DiseaseID:14188,G:HGNC:10990
D:DiseaseID:14189,G:HGNC:652
D:DiseaseID:14190,G:HGNC:470
D:DiseaseID:14191,G:HGNC:468
D:DiseaseID:14192,G:HGNC:132
D:DiseaseID:14193,G:HGNC:130
D:DiseaseID:14194,G:HGNC:129
D:DiseaseID:14195,G:HGNC:11364
D:DiseaseID:14196,G:HGNC:118
D:DiseaseID:14197,G:HGNC:404
D:DiseaseID:4969,G:HGNC:4400
D:DiseaseID:483,G:HGNC:9967
D:DiseaseID:3189,G:HGNC:29205
D:DiseaseID:2373,G:HGNC:28569
D:DiseaseID:2817,G:HGNC:20730
D:DiseaseID:2815,G:HGNC:26551
D:DiseaseID:2362,G:HGNC:25631
D:DiseaseID:2366,G:HGNC:26684
D:DiseaseID:2491,G:HGNC:20751
D:DiseaseID:2982,G:HGNC:19344
D:DiseaseID:2204,G:HGNC:26513
D:DiseaseID:2850,G:HGNC:26162
D:DiseaseID:3831,G:HGNC:25280
D:DiseaseID:2968,G:HGNC:25799
D:DiseaseID:2464,G:HGNC:18085
D:DiseaseID:4320,G:HGNC:29536
D:DiseaseID:4187,G:HGNC:24866
D:DiseaseID:3392,G:HGNC:23573
D:DiseaseID:3473,G:HGNC:23801
D:DiseaseID:4188,G:HGNC:29068
D:DiseaseID:2349,G:HGNC:13997
D:DiseaseID:3606,G:HGNC:20041
D:DiseaseID:4049,G:HGNC:15804
D:DiseaseID:2084,G:HGNC:30262
D:DiseaseID:1701,G:HGNC:17264
D:DiseaseID:3106,G:HGNC:25705
D:DiseaseID:2266,G:HGNC:20311
D:DiseaseID:3454,G:HGNC:21244
D:DiseaseID:3214,G:HGNC:30664
D:DiseaseID:3045,G:HGNC:21645
D:DiseaseID:3556,G:HGNC:18856
D:DiseaseID:2795,G:HGNC:28128
D:DiseaseID:2796,G:HGNC:28128
D:DiseaseID:1712,G:HGNC:25928
D:DiseaseID:2594,G:HGNC:25613
D:DiseaseID:4124,G:HGNC:6649
D:DiseaseID:2596,G:HGNC:14977
D:DiseaseID:1182,G:HGNC:25186
D:DiseaseID:2659,G:HGNC:34399
D:DiseaseID:4449,G:HGNC:25356
D:DiseaseID:2485,G:HGNC:29101
D:DiseaseID:4326,G:HGNC:14082
D:DiseaseID:8642,G:HGNC:20492
D:DiseaseID:3835,G:HGNC:28303
D:DiseaseID:1689,G:HGNC:29316
D:DiseaseID:4406,G:HGNC:16901
D:DiseaseID:4871,G:HGNC:24529
D:DiseaseID:1431,G:HGNC:15559
D:DiseaseID:3572,G:HGNC:26147
D:DiseaseID:3814,G:HGNC:21054
D:DiseaseID:3352,G:HGNC:18626
D:DiseaseID:1542,G:HGNC:25608
D:DiseaseID:4318,G:HGNC:17966
D:DiseaseID:2658,G:HGNC:28072
D:DiseaseID:3139,G:HGNC:24891
D:DiseaseID:2251,G:HGNC:25230
D:DiseaseID:3673,G:HGNC:33862
D:DiseaseID:3621,G:HGNC:15865
D:DiseaseID:1652,G:HGNC:29174
D:DiseaseID:2249,G:HGNC:25566
D:DiseaseID:2956,G:HGNC:19190
D:DiseaseID:3585,G:HGNC:29326
D:DiseaseID:2706,G:HGNC:25118
D:DiseaseID:2830,G:HGNC:17158
D:DiseaseID:9863,G:HGNC:20193
D:DiseaseID:6370,G:HGNC:26929
D:DiseaseID:8642,G:HGNC:25716
D:DiseaseID:1650,G:HGNC:6404
D:DiseaseID:1523,G:HGNC:22954
D:DiseaseID:2932,G:HGNC:19041
D:DiseaseID:1584,G:HGNC:16088
D:DiseaseID:3735,G:HGNC:26703
D:DiseaseID:1889,G:HGNC:1321
D:DiseaseID:1889,G:HGNC:30883
D:DiseaseID:515,G:HGNC:21056
D:DiseaseID:1693,G:HGNC:28423
D:DiseaseID:5401,G:HGNC:26504
D:DiseaseID:3838,G:HGNC:1301
D:DiseaseID:1724,G:HGNC:25360
D:DiseaseID:2954,G:HGNC:29040
D:DiseaseID:3305,G:HGNC:21862
D:DiseaseID:3744,G:HGNC:26158
D:DiseaseID:5567,G:HGNC:26575
D:DiseaseID:3820,G:HGNC:25583
D:DiseaseID:3630,G:HGNC:17146
D:DiseaseID:1506,G:HGNC:26230
D:DiseaseID:4317,G:HGNC:26724
D:DiseaseID:2736,G:HGNC:33778
D:DiseaseID:4417,G:HGNC:22932
D:DiseaseID:678,G:HGNC:22932
D:DiseaseID:3505,G:HGNC:22932
D:DiseaseID:2677,G:HGNC:19857
D:DiseaseID:2676,G:HGNC:27302
D:DiseaseID:4013,G:HGNC:27302
D:DiseaseID:1000,G:HGNC:17978
D:DiseaseID:3807,G:HGNC:24245
D:DiseaseID:2023,G:HGNC:23752
D:DiseaseID:1653,G:HGNC:26988
D:DiseaseID:4419,G:HGNC:26267
D:DiseaseID:679,G:HGNC:26267
D:DiseaseID:3200,G:HGNC:12412
D:DiseaseID:2670,G:HGNC:16205
D:DiseaseID:1704,G:HGNC:29331
D:DiseaseID:3836,G:HGNC:26560
D:DiseaseID:4058,G:HGNC:24783
D:DiseaseID:4000,G:HGNC:29106
D:DiseaseID:3995,G:HGNC:19957
D:DiseaseID:2244,G:HGNC:30778
D:DiseaseID:2803,G:HGNC:21296
D:DiseaseID:3381,G:HGNC:23537
D:DiseaseID:4248,G:HGNC:32689
D:DiseaseID:4182,G:HGNC:37234
D:DiseaseID:3819,G:HGNC:16725
D:DiseaseID:3741,G:HGNC:26901
D:DiseaseID:1577,G:HGNC:21176
D:DiseaseID:2091,G:HGNC:26938
D:DiseaseID:3815,G:HGNC:26013
D:DiseaseID:4316,G:HGNC:29182
D:DiseaseID:3273,G:HGNC:26300
D:DiseaseID:4415,G:HGNC:25902
D:DiseaseID:1448,G:HGNC:28526
D:DiseaseID:2263,G:HGNC:18801
D:DiseaseID:4219,G:HGNC:30836
D:DiseaseID:4133,G:HGNC:14974
D:DiseaseID:8642,G:HGNC:24990
D:DiseaseID:2901,G:HGNC:18025
D:DiseaseID:8642,G:HGNC:40038
D:DiseaseID:8556,G:HGNC:40038
D:DiseaseID:623,G:HGNC:26530
D:DiseaseID:3555,G:HGNC:16644
D:DiseaseID:2904,G:HGNC:21606
D:DiseaseID:2459,G:HGNC:30760
D:DiseaseID:3212,G:HGNC:21061
D:DiseaseID:2202,G:HGNC:25815
D:DiseaseID:8642,G:HGNC:26970
D:DiseaseID:3832,G:HGNC:32700
D:DiseaseID:1576,G:HGNC:19261
D:DiseaseID:4408,G:HGNC:14153
D:DiseaseID:4363,G:HGNC:25358
D:DiseaseID:2439,G:HGNC:20233
D:DiseaseID:3506,G:HGNC:16097
D:DiseaseID:1491,G:HGNC:29304
D:DiseaseID:4418,G:HGNC:37276
D:DiseaseID:3308,G:HGNC:29077
D:DiseaseID:2814,G:HGNC:29300
D:DiseaseID:3973,G:HGNC:19714
D:DiseaseID:3785,G:HGNC:31948
D:DiseaseID:1725,G:HGNC:25801
D:DiseaseID:4179,G:HGNC:25801
D:DiseaseID:1996,G:HGNC:15480
D:DiseaseID:3837,G:HGNC:30492
D:DiseaseID:2238,G:HGNC:18040
D:DiseaseID:2296,G:HGNC:23405
D:DiseaseID:8556,G:HGNC:23987
D:DiseaseID:3652,G:HGNC:29941
D:DiseaseID:4063,G:HGNC:31371
D:DiseaseID:3500,G:HGNC:29456
D:DiseaseID:8642,G:HGNC:28216
D:DiseaseID:4215,G:HGNC:27232
D:DiseaseID:2657,G:HGNC:21237
D:DiseaseID:4178,G:HGNC:26944
D:DiseaseID:1648,G:HGNC:26262
D:DiseaseID:4176,G:HGNC:14432
D:DiseaseID:2473,G:HGNC:25897
D:DiseaseID:3123,G:HGNC:30500
D:DiseaseID:1379,G:HGNC:30500
D:DiseaseID:2093,G:HGNC:30348
D:DiseaseID:2928,G:HGNC:28958
D:DiseaseID:2375,G:HGNC:20997
D:DiseaseID:3932,G:HGNC:25443
D:DiseaseID:3989,G:HGNC:25443
D:DiseaseID:1430,G:HGNC:28337
D:DiseaseID:2090,G:HGNC:30074
D:DiseaseID:9055,G:HGNC:5209
D:DiseaseID:1208,G:HGNC:26600
D:DiseaseID:1446,G:HGNC:19189
D:DiseaseID:1835,G:HGNC:28648
D:DiseaseID:4237,G:HGNC:31928
D:DiseaseID:7057,G:HGNC:9349
D:DiseaseID:5566,G:HGNC:29222
D:DiseaseID:1193,G:HGNC:15911
D:DiseaseID:1494,G:HGNC:25367
D:DiseaseID:4189,G:HGNC:24123
D:DiseaseID:3372,G:HGNC:15974
D:DiseaseID:966,G:HGNC:29022
D:DiseaseID:3498,G:HGNC:25751
D:DiseaseID:2561,G:HGNC:29669
D:DiseaseID:2835,G:HGNC:29669
D:DiseaseID:2834,G:HGNC:29669
D:DiseaseID:3079,G:HGNC:21143
D:DiseaseID:11259,G:HGNC:9884
D:DiseaseID:4276,G:HGNC:3585
D:DiseaseID:3622,G:HGNC:15860
D:DiseaseID:4277,G:HGNC:3586
D:DiseaseID:2380,G:HGNC:16252
D:DiseaseID:1547,G:HGNC:15954
D:DiseaseID:1605,G:HGNC:1248
D:DiseaseID:2022,G:HGNC:23452
D:DiseaseID:2900,G:HGNC:33848
D:DiseaseID:1192,G:HGNC:16255
D:DiseaseID:4349,G:HGNC:19414
D:DiseaseID:1037,G:HGNC:12563
D:DiseaseID:1009,G:HGNC:5218
D:DiseaseID:868,G:HGNC:3579
D:DiseaseID:2131,G:HGNC:39433
D:DiseaseID:1723,G:HGNC:24519
D:DiseaseID:4180,G:HGNC:24519
D:DiseaseID:2318,G:HGNC:25774
D:DiseaseID:4186,G:HGNC:25774
D:DiseaseID:1699,G:HGNC:26006
D:DiseaseID:7895,G:HGNC:4056
D:DiseaseID:7903,G:HGNC:9725
D:DiseaseID:2463,G:HGNC:28178
D:DiseaseID:4128,G:HGNC:37227
D:DiseaseID:1212,G:HGNC:25519
D:DiseaseID:3734,G:HGNC:27375
D:DiseaseID:8000,G:HGNC:20422
D:DiseaseID:1152,G:HGNC:25532
D:DiseaseID:3994,G:HGNC:22197
D:DiseaseID:750,G:HGNC:26270
D:DiseaseID:752,G:HGNC:26270
D:DiseaseID:8556,G:HGNC:26927
D:DiseaseID:8170,G:HGNC:4886
D:DiseaseID:4222,G:HGNC:4886
D:DiseaseID:3351,G:HGNC:28093
D:DiseaseID:665,G:HGNC:29250
D:DiseaseID:3301,G:HGNC:29250
D:DiseaseID:2723,G:HGNC:15868
D:DiseaseID:3573,G:HGNC:26498
D:DiseaseID:2489,G:HGNC:24502
D:DiseaseID:3348,G:HGNC:28027
D:DiseaseID:3743,G:HGNC:29203
D:DiseaseID:2990,G:HGNC:29203
D:DiseaseID:3797,G:HGNC:29203
D:DiseaseID:4310,G:HGNC:28052
D:DiseaseID:1573,G:HGNC:26784
D:DiseaseID:4001,G:HGNC:26784
D:DiseaseID:2195,G:HGNC:29170
D:DiseaseID:2208,G:HGNC:29298
D:DiseaseID:2488,G:HGNC:29298
D:DiseaseID:3349,G:HGNC:10671
D:DiseaseID:2587,G:HGNC:28991
D:DiseaseID:2759,G:HGNC:6617
D:DiseaseID:1017,G:HGNC:18374
D:DiseaseID:526,G:HGNC:735
D:DiseaseID:3304,G:HGNC:26690
D:DiseaseID:2819,G:HGNC:26690
D:DiseaseID:1022,G:HGNC:11653
D:DiseaseID:907,G:HGNC:20347
D:DiseaseID:12169,G:HGNC:1550
D:DiseaseID:3306,G:HGNC:28296
D:DiseaseID:3737,G:HGNC:26894
D:DiseaseID:835,G:HGNC:16187
D:DiseaseID:1585,G:HGNC:21365
D:DiseaseID:3151,G:HGNC:22788
D:DiseaseID:1169,G:HGNC:32925
D:DiseaseID:3694,G:HGNC:31673
D:DiseaseID:4285,G:HGNC:23845
D:DiseaseID:2312,G:HGNC:25018
D:DiseaseID:4181,G:HGNC:25018
D:DiseaseID:1904,G:HGNC:25792
D:DiseaseID:1483,G:HGNC:18234
D:DiseaseID:3272,G:HGNC:26790
D:DiseaseID:4038,G:HGNC:12816
D:DiseaseID:3829,G:HGNC:30539
D:DiseaseID:2675,G:HGNC:24415
D:DiseaseID:3658,G:HGNC:27424
D:DiseaseID:1813,G:HGNC:19721
D:DiseaseID:2498,G:HGNC:19721
D:DiseaseID:1921,G:HGNC:12726
D:DiseaseID:4247,G:HGNC:12726
D:DiseaseID:1922,G:HGNC:12726
D:DiseaseID:608,G:HGNC:21641
D:DiseaseID:3635,G:HGNC:29557
D:DiseaseID:3537,G:HGNC:29557
D:DiseaseID:2346,G:HGNC:25964
D:DiseaseID:519,G:HGNC:7765
D:DiseaseID:9365,G:HGNC:4367
D:DiseaseID:2265,G:HGNC:7623
D:DiseaseID:3736,G:HGNC:26521
D:DiseaseID:4173,G:HGNC:21474
D:DiseaseID:2591,G:HGNC:18667
D:DiseaseID:920,G:HGNC:26034
D:DiseaseID:1541,G:HGNC:30605
D:DiseaseID:6102,G:HGNC:4851
D:DiseaseID:4217,G:HGNC:9768
D:DiseaseID:4033,G:HGNC:26257
D:DiseaseID:8642,G:HGNC:24316
D:DiseaseID:8556,G:HGNC:24316
D:DiseaseID:3751,G:HGNC:1268
D:DiseaseID:1889,G:HGNC:29918
D:DiseaseID:2751,G:HGNC:17341
D:DiseaseID:3167,G:HGNC:16257
D:DiseaseID:2440,G:HGNC:19693
D:DiseaseID:3866,G:HGNC:28287
D:DiseaseID:3197,G:HGNC:30829
D:DiseaseID:1890,G:HGNC:33867
D:DiseaseID:2438,G:HGNC:25302
D:DiseaseID:1587,G:HGNC:30740
D:DiseaseID:1590,G:HGNC:26274
D:DiseaseID:1586,G:HGNC:21642
D:DiseaseID:1578,G:HGNC:29419
D:DiseaseID:6802,G:HGNC:3012
D:DiseaseID:1714,G:HGNC:29426
D:DiseaseID:6302,G:HGNC:2321
D:DiseaseID:12519,G:HGNC:417
D:DiseaseID:3171,G:HGNC:9689
D:DiseaseID:3178,G:HGNC:26661
D:DiseaseID:3968,G:HGNC:29043
D:DiseaseID:2747,G:HGNC:29043
D:DiseaseID:2215,G:HGNC:25522
D:DiseaseID:4109,G:HGNC:492
D:DiseaseID:1889,G:HGNC:20371
D:DiseaseID:859,G:HGNC:23038
D:DiseaseID:1924,G:HGNC:17213
D:DiseaseID:1086,G:HGNC:24565
D:DiseaseID:3595,G:HGNC:21555
D:DiseaseID:913,G:HGNC:26050
D:DiseaseID:1676,G:HGNC:26050
D:DiseaseID:3726,G:HGNC:25033
D:DiseaseID:1486,G:HGNC:23109
D:DiseaseID:1715,G:HGNC:23109
D:DiseaseID:3843,G:HGNC:1938
D:DiseaseID:8556,G:HGNC:28625
D:DiseaseID:6303,G:HGNC:3647
D:DiseaseID:1889,G:HGNC:15899
